"RoomCode","LocationCount","DepartmentCount","FACount","Departments","FAs","Locations"
"SC727","2","1","2","278 (RESEARCH AND DEVELOPMENT (R&D))","RR&D SERVICE STAFF AREA; CSR&D SERVICE STAFF AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | RR&D SERVICE STAFF AREA; 278 (RESEARCH AND DEVELOPMENT (R&D)) | CSR&D SERVICE STAFF AREA"
"SB313","1","1","1","230 (ENGINEERING SERVICE)","INTERIOR DESIGN (ID) AREA","230 (ENGINEERING SERVICE) | INTERIOR DESIGN (ID) AREA"
"RMH28","1","1","1","312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU))","COMMON RESIDENT SERVICES AREA","312 (MENTAL HEALTH RESIDENT CARE UNIT (MH RCU)) | COMMON RESIDENT SERVICES AREA"
"CED23","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","PATIENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA"
"RSH81","1","1","1","106 (SMALL HOUSE (SH) MODEL)","COMMUNITY CENTER RESIDENT AREA","106 (SMALL HOUSE (SH) MODEL) | COMMUNITY CENTER RESIDENT AREA"
"CAS31","1","1","1","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE)","AUDIOLOGY PATIENT AREA","204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY PATIENT AREA"
"RSH26","1","1","1","106 (SMALL HOUSE (SH) MODEL)","HOUSE RESIDENT AREA","106 (SMALL HOUSE (SH) MODEL) | HOUSE RESIDENT AREA"
"SC774","1","1","1","278 (RESEARCH AND DEVELOPMENT (R&D))","VMU ANIMAL AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU ANIMAL AREA"
"SC273","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","PATIENT AREA","256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA"
"OPT42","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA"
"CI023","1","1","1","295 (IMAGING SERVICES)","GENERAL RADIOLOGY AREA","295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA"
"CS121","2","1","2","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA"
"CS167","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL PATIENT AREA"
"SC675","1","1","1","248 (MEDICAL MEDIA SERVICE)","MMVSS AUDIOVISUAL SERVICE PRODUCTION AREA","248 (MEDICAL MEDIA SERVICE) | MMVSS AUDIOVISUAL SERVICE PRODUCTION AREA"
"CS184","2","1","2","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL PATIENT AREA; INPATIENT (IP) ENDOVASCULAR PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) ENDOVASCULAR PATIENT AREA"
"CPR22","1","1","1","308 (PROSTHETICS AND SENSORY AIDS SERVICE)","SUPPORT AREA","308 (PROSTHETICS AND SENSORY AIDS SERVICE) | SUPPORT AREA"
"SB316","1","1","1","230 (ENGINEERING SERVICE)","ENGINEERING CONTROL CENTER","230 (ENGINEERING SERVICE) | ENGINEERING CONTROL CENTER"
"CI245","1","1","1","295 (IMAGING SERVICES)","POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA","295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA"
"SC792","1","1","1","278 (RESEARCH AND DEVELOPMENT (R&D))","VMU CAGEWASH AREA","278 (RESEARCH AND DEVELOPMENT (R&D)) | VMU CAGEWASH AREA"
"IST68","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER AQUATIC THERAPY (AT) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER AQUATIC THERAPY (AT) AREA"
"OPT37","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA"
"ISC66","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER ACUTE CARE / OUTPATIENT KINESIOTHERAPY (AC/OP-KT) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE / OUTPATIENT KINESIOTHERAPY (AC/OP-KT) AREA"
"OPT47","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","OUTPATIENT UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | OUTPATIENT UNIT THERAPY AREA"
"CCD26","1","1","1","210 (CARDIOLOGY SERVICE)","CARDIOLOGY PATIENT AREA","210 (CARDIOLOGY SERVICE) | CARDIOLOGY PATIENT AREA"
"CS162","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL PATIENT AREA"
"CT302","1","1","1","269 (RECREATION THERAPY SERVICE)","RECREATION / CREATIVE ARTS THERAPY AREA","269 (RECREATION THERAPY SERVICE) | RECREATION / CREATIVE ARTS THERAPY AREA"
"RSC21","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA"
"CUC24","1","1","1","257 (URGENT CARE)","PATIENT AREA","257 (URGENT CARE) | PATIENT AREA"
"CL611","1","1","1","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE)","AUTOPSY SUITE","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | AUTOPSY SUITE"
"SB201","50","23","43","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)); 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)); 106 (SMALL HOUSE (SH) MODEL); 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)); 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE); 210 (CARDIOLOGY SERVICE); 212 (PULMONARY MEDICINE SERVICE); 222 (DENTAL SERVICE); 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY); 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES); 256 (EMERGENCY DEPARTMENT (ED)); 257 (URGENT CARE); 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 269 (RECREATION THERAPY SERVICE); 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 277 (RADIATION THERAPY SERVICE); 282 (SOCIAL WORK SERVICE); 286 (SURGICAL / ENDOVASCULAR SERVICES); 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE); 295 (IMAGING SERVICES); 308 (PROSTHETICS AND SENSORY AIDS SERVICE); 316 (DIALYSIS CENTER); 420 (CHILDCARE / DEVELOPMENT CENTER)","INTENSIVE CARE PATIENT UNIT PATIENT AREA; SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) PATIENT AREA; SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) COMMON AREA; SCI/D CENTER ACUTE CARE / OUTPATIENT (AC/OP) THERAPY SUPPORT AREA; SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA; SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) THERAPY SUPPORT AREA; SCI/D CENTER OUTPATIENT (OP) PATIENT AREA; HOUSE RESIDENT AREA; PATIENT CARE UNIT (PCU) PATIENT COMMON AREA; AUDIOLOGY PATIENT AREA; SPEECH-LANGUAGE PATHOLOGY PATIENT AREA; CARDIOLOGY PATIENT AREA; PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA; BRONCHOSCOPY PATIENT AREA; PREP AND RECOVERY PATIENT AREA; DENTAL TREATMENT PATIENT AREA; DENTAL SURGERY SUITE PATIENT AREA; PATIENT AREA; OPHTHALMOLOGY SERVICE PATIENT AREA; OPTOMETRY SERVICE PATIENT AREA; EMERGENCY IMAGING AREA; IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA; RECREATION / CREATIVE ARTS THERAPY AREA; SELF-DIRECTED THERAPY AREA; PMR SVC COMMON PATIENT AREA; ASSISTIVE TECHNOLOGY (ATECH) AREA; CHIROPRACTIC CARE (CC) AREA; DRIVER TRAINING (DT) AREA; AQUATIC THERAPY (AT) AREA; RECEPTION AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE ASSESSMENT UNIT AREA; INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-PROCEDURE ASSESSMENT UNIT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; GENERAL RADIOLOGY AREA; BREAST IMAGING AREA; ULTRASOUND AREA; COMPUTED TOMOGRAPHY (CT) AREA; MAGNETIC RESONANCE IMAGING (MRI) AREA; NUCLEAR MEDICINE (NM) AREA; POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA; CHILDCARE AREA","102 (INTENSIVE CARE PATIENT CARE UNIT (IC PCU)) | INTENSIVE CARE PATIENT UNIT PATIENT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) PATIENT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE PATIENT CARE UNIT (AC-PCU) COMMON AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE / OUTPATIENT (AC/OP) THERAPY SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) THERAPY SUPPORT AREA; 104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) PATIENT AREA; 106 (SMALL HOUSE (SH) MODEL) | HOUSE RESIDENT AREA; 110 (MENTAL HEALTH PATIENT CARE UNIT (MH PCU)) | PATIENT CARE UNIT (PCU) PATIENT COMMON AREA; 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | AUDIOLOGY PATIENT AREA; 204 (AUDIOLOGY AND SPEECH-LANGUAGE PATHOLOGY (ASLP) SERVICE) | SPEECH-LANGUAGE PATHOLOGY PATIENT AREA; 210 (CARDIOLOGY SERVICE) | CARDIOLOGY PATIENT AREA; 212 (PULMONARY MEDICINE SERVICE) | PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA; 212 (PULMONARY MEDICINE SERVICE) | BRONCHOSCOPY PATIENT AREA; 212 (PULMONARY MEDICINE SERVICE) | PREP AND RECOVERY PATIENT AREA; 222 (DENTAL SERVICE) | DENTAL TREATMENT PATIENT AREA; 222 (DENTAL SERVICE) | DENTAL SURGERY SUITE PATIENT AREA; 226 (ELECTROENCEPHALOGRAPHY (EEG) LABORATORY) | PATIENT AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPHTHALMOLOGY SERVICE PATIENT AREA; 233 (EYE CLINIC: OPHTHALMOLOGY AND OPTOMETRY SERVICES) | OPTOMETRY SERVICE PATIENT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | PATIENT AREA; 256 (EMERGENCY DEPARTMENT (ED)) | EMERGENCY IMAGING AREA; 257 (URGENT CARE) | PATIENT AREA; 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA; 269 (RECREATION THERAPY SERVICE) | RECREATION / CREATIVE ARTS THERAPY AREA; 269 (RECREATION THERAPY SERVICE) | SELF-DIRECTED THERAPY AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC COMMON PATIENT AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | ASSISTIVE TECHNOLOGY (ATECH) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | CHIROPRACTIC CARE (CC) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | DRIVER TRAINING (DT) AREA; 270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | AQUATIC THERAPY (AT) AREA; 277 (RADIATION THERAPY SERVICE) | PATIENT AREA; 282 (SOCIAL WORK SERVICE) | RECEPTION AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE ASSESSMENT UNIT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-PROCEDURE ASSESSMENT UNIT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-OPERATIVE HOLDING / PHASE II RECOVERY PATIENT AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | PATIENT AREA; 287 (GASTROINTESTINAL / ENDOSCOPY SERVICE) | PREP AND RECOVERY PATIENT AREA; 295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA; 295 (IMAGING SERVICES) | BREAST IMAGING AREA; 295 (IMAGING SERVICES) | ULTRASOUND AREA; 295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA; 295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA; 295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA; 308 (PROSTHETICS AND SENSORY AIDS SERVICE) | PATIENT AREA; 316 (DIALYSIS CENTER) | PATIENT AREA; 420 (CHILDCARE / DEVELOPMENT CENTER) | CHILDCARE AREA"
"IPT06","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","PRC PATIENT CARE UNIT SUPPORT AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT SUPPORT AREA"
"ISC59","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER ACUTE CARE / OUTPATIENT PHYSICAL THERAPY (AC/OP-PT) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER ACUTE CARE / OUTPATIENT PHYSICAL THERAPY (AC/OP-PT) AREA"
"CED61","1","1","1","256 (EMERGENCY DEPARTMENT (ED))","SUPPORT AREA","256 (EMERGENCY DEPARTMENT (ED)) | SUPPORT AREA"
"OFDC2","6","1","6","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","PATIENT ALIGNED CARE TEAM (PACT) CLINIC 1; PATIENT ALIGNED CARE TEAM (PACT) CLINIC 2; PATIENT ALIGNED CARE TEAM (PACT) CLINIC 3; DENTAL CLINIC; MULTI-SPECIALTY CLINIC; PHARMACY SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATIENT ALIGNED CARE TEAM (PACT) CLINIC 1; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATIENT ALIGNED CARE TEAM (PACT) CLINIC 2; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PATIENT ALIGNED CARE TEAM (PACT) CLINIC 3; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | DENTAL CLINIC; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | MULTI-SPECIALTY CLINIC; 263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | PHARMACY SERVICE"
"SC087","1","1","1","295 (IMAGING SERVICES)","GENERAL RADIOLOGY AREA","295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA"
"SC049","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE HOME (LTC-H) RESIDENT AREA"
"SB139","8","2","8","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE); 295 (IMAGING SERVICES)","PMR SVC COMMON PATIENT AREA; GENERAL RADIOLOGY AREA; ULTRASOUND AREA; COMPUTED TOMOGRAPHY (CT) AREA; MAGNETIC RESONANCE IMAGING (MRI) AREA; NUCLEAR MEDICINE (NM) AREA; POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC COMMON PATIENT AREA; 295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA; 295 (IMAGING SERVICES) | ULTRASOUND AREA; 295 (IMAGING SERVICES) | COMPUTED TOMOGRAPHY (CT) AREA; 295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA; 295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) COMPUTED TOMOGRAPHY (CT) - PET/CT AREA; 295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA"
"CI041","1","1","1","295 (IMAGING SERVICES)","GENERAL RADIOLOGY AREA","295 (IMAGING SERVICES) | GENERAL RADIOLOGY AREA"
"CROP1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","POLICE SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | POLICE SERVICE"
"CI113","1","1","1","295 (IMAGING SERVICES)","MAGNETIC RESONANCE IMAGING (MRI) AREA","295 (IMAGING SERVICES) | MAGNETIC RESONANCE IMAGING (MRI) AREA"
"CPL02","1","1","1","212 (PULMONARY MEDICINE SERVICE)","PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA","212 (PULMONARY MEDICINE SERVICE) | PULMONARY MEDICINE / RESPIRATORY CARE PATIENT AREA"
"CS221","1","1","1","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) ENDOVASCULAR PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) ENDOVASCULAR PATIENT AREA"
"RSC92","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER ACTIVITIES OF DAILY LIVING (LTC-NC-ADL) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER ACTIVITIES OF DAILY LIVING (LTC-NC-ADL) AREA"
"CT205","1","1","1","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE)","PMR SVC WHEELCHAIR CLINIC AREA","270 (PHYSICAL MEDICINE AND REHABILITATION SERVICE) | PMR SVC WHEELCHAIR CLINIC AREA"
"CL541","1","1","1","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE)","ELECTRON MICROSCOPY SUITE","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | ELECTRON MICROSCOPY SUITE"
"SC419","1","1","1","408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION)","PRODUCTION AREA","408 (ENVIRONMENTAL MANAGEMENT SERVICE (EMS) LAUNDRY AND LINEN OPERATION) | PRODUCTION AREA"
"SB179","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER STAFF AND ADMINISTRATIVE AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER STAFF AND ADMINISTRATIVE AREA"
"IST40","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER SUPPORT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER SUPPORT AREA"
"CI401","1","1","1","295 (IMAGING SERVICES)","IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA","295 (IMAGING SERVICES) | IMAGING SERVICES STAFF AND ADMINISTRATIVE AREA"
"CI283","1","1","1","295 (IMAGING SERVICES)","POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA","295 (IMAGING SERVICES) | POSITRON EMISSION TOMOGRAPHY (PET) MAGNETIC RESONANCE IMAGING (MRI) - PET/MRI AREA"
"CRT82","1","1","1","277 (RADIATION THERAPY SERVICE)","SUPPORT AREA","277 (RADIATION THERAPY SERVICE) | SUPPORT AREA"
"SRGC1","1","1","1","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM)","LOGISTICS SERVICE","263 (COMMUNITY BASED OUTPATIENT CLINIC (PACT) INTERIM) | LOGISTICS SERVICE"
"SB159","2","1","2","258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3))","RECEPTION AREA; PATIENT AREA","258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | RECEPTION AREA; 258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | PATIENT AREA"
"SC228","2","1","2","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE ASSESSMENT UNIT AREA; AMBULATORY SURGERY CENTER (ASC) PRE-PROCEDURE ASSESSMENT UNIT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR PRE-OPERATIVE ASSESSMENT UNIT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) PRE-PROCEDURE ASSESSMENT UNIT AREA"
"CI056","2","2","2","258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)); 295 (IMAGING SERVICES)","IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA; BREAST IMAGING AREA","258 (WOMEN VETERANS CLINICAL SERVICE (WVCS) (FOR MODELS 2 AND 3)) | IMAGING WOMEN HEALTH CENTER (WHC) (MODEL 3 ONLY) PATIENT AREA; 295 (IMAGING SERVICES) | BREAST IMAGING AREA"
"SS183","1","1","1","106 (SMALL HOUSE (SH) MODEL)","COMMUNITY CENTER RESIDENT AREA","106 (SMALL HOUSE (SH) MODEL) | COMMUNITY CENTER RESIDENT AREA"
"RSC64","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER PHYSICAL THERAPY (LTC-NC-PT) AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER PHYSICAL THERAPY (LTC-NC-PT) AREA"
"RSC47","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) RESIDENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER LONG TERM CARE NEIGHBORHOOD CENTER (LTC-NC) RESIDENT AREA"
"CS243","2","1","2","286 (SURGICAL / ENDOVASCULAR SERVICES)","INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA","286 (SURGICAL / ENDOVASCULAR SERVICES) | INPATIENT (IP) SURGICAL / ENDOVASCULAR POST ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA; 286 (SURGICAL / ENDOVASCULAR SERVICES) | AMBULATORY SURGERY CENTER (ASC) POST-ANESTHESIA CARE UNIT (PACU) / PHASE I RECOVERY PATIENT AREA"
"IPT61","1","1","1","111 (POLYTRAUMA REHABILITATION CENTER (PRC))","PRC PATIENT CARE UNIT THERAPY AREA","111 (POLYTRAUMA REHABILITATION CENTER (PRC)) | PRC PATIENT CARE UNIT THERAPY AREA"
"CL221","1","1","1","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE)","CLINICAL PATHOLOGY WORK AREA","240 (PATHOLOGY AND LABORATORY MEDICINE SERVICE) | CLINICAL PATHOLOGY WORK AREA"
"CI222","1","1","1","295 (IMAGING SERVICES)","NUCLEAR MEDICINE (NM) AREA","295 (IMAGING SERVICES) | NUCLEAR MEDICINE (NM) AREA"
"CRT71","1","1","1","277 (RADIATION THERAPY SERVICE)","STAFF AND ADMINISTRATIVE AREA","277 (RADIATION THERAPY SERVICE) | STAFF AND ADMINISTRATIVE AREA"
"OSC18","1","1","1","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D))","SCI/D CENTER OUTPATIENT (OP) PATIENT AREA","104 (SPINAL CORD INJURY / DISORDERS CENTER (SCI/D)) | SCI/D CENTER OUTPATIENT (OP) PATIENT AREA"
