Chapter	FA Number	FA Name	Room ID	Room Code	Room Name	Floor	Base	Wall	Wain	Ceiling	Door	Hardware
102	5	Intensive Care Nursing Unit Staff and Administrative Area	1112	OFA07	Workstation, Ward Clerk	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	5	Intensive Care Nursing Unit Staff and Administrative Area	1113	RPR01	Copier / Printer Room	m:VT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
102	5	Intensive Care Nursing Unit Staff and Administrative Area	1114	SL001	Lounge, Staff	m:SVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:SH-4
102	5	Intensive Care Nursing Unit Staff and Administrative Area	1115	LR001	Locker Room, Staff	"m:PT m:PT h:4"""		m:GWB f:SC		m:AT	m:Wood t:1 s:S	hw:SH-4 SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -45 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
102	5	Intensive Care Nursing Unit Staff and Administrative Area	1116	TLTU1	Toilet, Staff	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:1 s:S	hw:2 [71]
102	6	Support Area	1117	MMRP2	Materials Handling Terminal, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:SS	hw:SH9A
102	6	Support Area	1118	MMRP3	Materials Handling Terminal, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F ds:YES s:SS	hw:SH9A
102	6	Support Area	1119	UTLC2	Chute Room, Waste Disposal	"m:RES m:RES [7] h:4"""		"m:GWB f:SC m:SS [47] h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F s:X m:Steel t:12 dg:F s:X	hw:1J
102	6	Support Area	1120	UTLC3	Chute Room, Soiled Linen Disposal	"m:RES m:RES [7] h:4"""		"m:GWB [54] f:SC m:SS [47] h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F s:X m:Steel t:12 dg:F s:X	hw:1J
102	6	Support Area	1121	SRS01	Storage, Environmental Management Service	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:U m:Steel t:12 dg:F s:U	hw:5B
102	6	Support Area	1122	UTR01	Recycling Room	m:VT	"m:RB h:4"""	"m:GWB f:P m:RWC h:4'-0"""		m:AT	m:Wood t:9 dg:F s:S	hw:SH3C SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -46 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
102	7	Staff and Administrative Area	1123	OFA07	Workstation, Physician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	7	Staff and Administrative Area	1124	OFA07	Workstation, Physician Assistant	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	7	Staff and Administrative Area	1125	OFA07	Workstation, Nurse Clinician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	7	Staff and Administrative Area	1126	OFA07	Workstation, Consultant	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	7	Staff and Administrative Area	1127	OFA07	Workstation, Clinical Researcher	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	7	Staff and Administrative Area	1128	OFA07	Workstation, Clinical Pharmacist	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	7	Staff and Administrative Area	1129	OFA07	Workstation, Administration	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	8	Education Area	1130	OFA09	Office, Residency Program Director	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:3G
102	8	Education Area	1131	OFA07	Workstation, Patient Care Instructor	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
102	8	Education Area	1132	OFA07	Workstation, Intern / Resident / Fellow	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -47 58 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
102	8	Education Area	1133	CLR01	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -48 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	1	Patient Care Unit Calculation	1134	CALC1	Number of Acute Care Patient Units							
104	1	Patient Care Unit Calculation	1135	CALC1	Number of Long Term Care Patient Units							
104	2	Reception Area	1136	WRC01	Entrance / Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
104	2	Reception Area	1137	RECP3	Information Desk	m:CPT [6] m:LVT	m:PRB [8]	m:GWB f:P			m:AT t:OPEN	hw:N/A
104	2	Reception Area	1138	TLTU1	Toilet, Public	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
104	2	Reception Area	1139	OFDC2	Consult Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:3G
104	3	Acute Care (AC) Unit Patient Area	1140	BRMS1	AC: One-Bed Patient Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:3 dg:T s:X	hw:1B
104	3	Acute Care (AC) Unit Patient Area	1141	BRMS1	AC: Two-Bed Patient Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:3 dg:T s:X	hw:1B SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -49 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	3	Acute Care (AC) Unit Patient Area	1142	TLTS2	AC: Patient Bathroom [18]	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [6, 44] f:SC	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:1 s:S	hw:2H [48]
104	3	Acute Care (AC) Unit Patient Area	1143	BRIT1	AC: Negative Pressure Isolation Patient Room [18]	"m:WSF m:WSF h:4"""		m:GWB [18, 64] f:SC m:GWB f:P		m:AT f:SP [9]	m:Wood t:3 s:X [12]	hw:4P
104	3	Acute Care (AC) Unit Patient Area	1144	BRAR1	AC: Isolation Anteroom [18]	"m:WSF m:WSF h:4"""		m:GWB [18, 64] f:SC m:GWB f:SC		m:AT [9] f:SP	m:Wood t:1 [12] s:S	hw:1K
104	3	Acute Care (AC) Unit Patient Area	1145	TLTS2	AC: Isolation Patient Bathroom [18]	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [6, 18, 44] f:SC	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:1 [12] s:U	hw:2H [48]
104	3	Acute Care (AC) Unit Patient Area	1146	DAYR1	AC: Day Room / Lounge	m:LVT	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:X	hw:4N
104	3	Acute Care (AC) Unit Patient Area	1147	NCWD1	AC: Nourishment Kitchen	m:VT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4E SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -50 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	3	Acute Care (AC) Unit Patient Area	1148	TLTU1	AC: Patient Toilet	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 44, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:1 s:U	hw:2H [71]
104	3	Acute Care (AC) Unit Patient Area	1149	LAUN1	AC: Patient Laundry	m:VT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4K
104	3	Acute Care (AC) Unit Patient Area	1150	OFDC2	AC: Quiet Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 s:U	hw:4J
104	4	Long Term Care (LTC) Unit Patient Area	1151	BRMS1	LTC: One-Bed Patient Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:X	hw:1B
104	4	Long Term Care (LTC) Unit Patient Area	1152	BRMS2	LTC: Two-Bed Patient Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:X	hw:1B
104	4	Long Term Care (LTC) Unit Patient Area	1153	TLTS2	LTC: Patient Bathroom [18]	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7 ,44, 64] f:SC	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:1 s:S	hw:2H [48]
104	4	Long Term Care (LTC) Unit Patient Area	1154	BRIT1	LTC: Negative Pressure Isolation Patient Room [18]	"m:WSF m:WSF h:4"""		m:GWB [18, 64] f:SC m:GWB f:SC		m:AT [9] f:SP	m:Wood t:3 [12] dg:T s:X	hw:4P SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -51 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	4	Long Term Care (LTC) Unit Patient Area	1155	BRAR1	LTC: Isolation Anteroom [18]	"m:WSF m:WSF h:4"""		m:GWB [18, 64] f:SC m:GWB f:SC		m:AT [9] f:SP	m:Wood t:1 [12] dg:T s:X	hw:1K
104	4	Long Term Care (LTC) Unit Patient Area	1156	TLTS2	LTC: Isolation Patient Bathroom [18]	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [6, 44, 64] f:SC	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:1 [12] s:S	hw:2H [48]
104	4	Long Term Care (LTC) Unit Patient Area	1157	DAYR1	LTC: Day Room/Lounge	m:LVT	m:PRB [8]	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:V	hw:4N
104	4	Long Term Care (LTC) Unit Patient Area	1158	NCWD1	LTC: Nourishment Kitchen	m:VT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:S	hw:4E
104	4	Long Term Care (LTC) Unit Patient Area	1159	TLTU1	LTC: Patient Toilet	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 44, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:1 s:S	hw:2H [48]
104	4	Long Term Care (LTC) Unit Patient Area	1160	LAUN1	TLC: Patient Laundry	"m:WSF m:WSF h:4"""		m:GWB [64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4K
104	4	Long Term Care (LTC) Unit Patient Area	1161	OFDC2	LTC: Quiet Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 s:U	hw:4J SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -52 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	5	Acute Care (AC) Support Area	1162	NSTA1	AC: Nurse Station	m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P			m:AT t:OPEN	hw:N/A
104	5	Acute Care (AC) Support Area	1163	OFA07	AC: Ward Clerk Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
104	5	Acute Care (AC) Support Area	1164	MEDP1	AC: Medication Room	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T ds:CR s:S	hw:SH3D
104	5	Acute Care (AC) Support Area	1165	OFA04	AC: Nurse Supervisor Office	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
104	5	Acute Care (AC) Support Area	1166	WRCH1	AC: Patient Charting	m:LVT	"m:RB h:4"""	m:GWB [42] f:P			m:AT t:OPEN	hw:N/A
104	5	Acute Care (AC) Support Area	1167	UCCL1	AC: Clean Utility Room	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F dr:45 min ds:YES s:V	hw:SH3C
104	5	Acute Care (AC) Support Area	1168	USCL1	AC: Soiled Utility Room	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F dr:45 min ds:YES s:V	hw:SH3C
104	5	Acute Care (AC) Support Area	1169	LCCL1	AC: Clean Linen Storage	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dr:45 min s:V	hw:SH9A
104	5	Acute Care (AC) Support Area	1170	LCSL1	AC: Soiled Linen Storage	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F dr:45 min ds:YES s:V	hw:SH3C
104	5	Acute Care (AC) Support Area	1171	SRLW1	AC: Litter Storage	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F dr:45 min s:X	hw:4F SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -53 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	5	Acute Care (AC) Support Area	1172	SRE01	AC: Transfer Equipment Storage	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:X	hw:4F
104	5	Acute Care (AC) Support Area	1173	SRE01	AC: Medical Equipment Storage	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT	m:Wood t:1 dg:F s:X	hw:4F
104	5	Acute Care (AC) Support Area	1174	SRLW1	AC: Stretcher / Wheelchair Storage Alcove	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
104	5	Acute Care (AC) Support Area	1175	SRPB1	AC: Patient Storage	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:11 dg:F s:V	hw:4F
104	5	Acute Care (AC) Support Area	1176	JANC1	AC: Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
104	6	Long Term Care (LTC) Support Area	1177	NSTA1	LTC: Nurse Station	m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:1 s:S	hw:3E
104	6	Long Term Care (LTC) Support Area	1178	OFA07	LTC: Ward Clerk Workstation	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
104	6	Long Term Care (LTC) Support Area	1179	MEDP1	LTC: Medication Room	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T ds:YES s:S	hw:SH3C
104	6	Long Term Care (LTC) Support Area	1180	OFD01	LTC: Nurse Supervisor Office	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
104	6	Long Term Care (LTC) Support Area	1181	UCCL1	LTC: Clean Utility Room	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -54 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	6	Long Term Care (LTC) Support Area	1182	USCL1	LTC: Soiled Utility Room	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F dr:45 min ds:YES s:V	hw:SH3C
104	6	Long Term Care (LTC) Support Area	1183	LCCL1	LTC: Clean Linen Storage	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F s:S	hw:SH9A
104	6	Long Term Care (LTC) Support Area	1184	LSCL1	LTC: Soiled Linen Storage	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F dr:45 min s:V	hw:SH3C
104	6	Long Term Care (LTC) Support Area	1185	SRLW1	LTC: Litter Storage	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F s:X	hw:4F
104	6	Long Term Care (LTC) Support Area	1186	SRE01	LTC: Transfer Equipment Storage	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:X	hw:4F
104	6	Long Term Care (LTC) Support Area	1187	SRE01	LTC: Medical Equipment Storage	m:VT	"m:RB h:4"""	"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT	m:Wood t:11 dg:F s:X	hw:4F
104	6	Long Term Care (LTC) Support Area	1188	SRLW1	LTC: Stretcher/Wheelchair Alcove	m:LVT	"m:RB h:4"""	"m:GWB [54] f:P m:RWC h:4'-0"""			m:AT t:OPEN	hw:N/A
104	6	Long Term Care (LTC) Support Area	1189	SRPB1	LTC: Patient Storage	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:11 dg:F s:X	hw:4F
104	6	Long Term Care (LTC) Support Area	1190	JANC1	LTC: Housekeeping Aides Closet (HAC)	"m:QT m:QT [7] h:4"""		m:GWB f:SC	"m:CT [7] h:4'-0"""	m:AT f:SP	m:Wood t:1 s:U	hw:5D
104	7	Patient Area	1191	DAYR1	Multipurpose Room	m:LVT	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 da:ADO dg:T s:SS	hw:12H SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -55 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	7	Patient Area	1192	SRS01	Storage, Mulitpurspose / Activities	m:VT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:F s:X	hw:4F
104	7	Patient Area	1193	XXYYC	Internet Café	m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:X	hw:4F
104	7	Patient Area	1194	RAMR1	Meditation Room	m:CPT [6]	"m:PRB [8] h:4"""	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4E
104	7	Patient Area	1195	OFD03	Patient Education	m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:X	hw:4J
104	7	Patient Area	1196	FSCD1	Resident Dining / Serving	m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:3 da:ADO dg:T s:SS	hw:12H
104	7	Patient Area	1197	PTWT1	Tub Room	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7, 74] h:4"" m:PT [7, 64] m:CT [7, 64]"		m:GWB f:SC			m:Wood t:1 s:X	hw:2H [48]
104	7	Patient Area	1198	TRGM1	Exam / Treatment Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:U	hw:1Q
104	7	Patient Area	1199	PTWT1	Hydrotherapy	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7, 74] h:4"" m:PT [7, 44] m:CT [7, 44]"		m:GWB f:SC			m:Wood t:1 s:X	hw:4M SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -56 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	8	Staff and Administrative Area	1200	WRC02	Visitor Lounge	m:LVT	m:PRB [8]	m:GWB [5] f:P			m:AT t:OPEN	hw:N/A
104	8	Staff and Administrative Area	1201	OFA04	Office, Activities Coordinator	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
104	8	Staff and Administrative Area	1202	OFA04	Office, Veterans Service Organization [2]	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
104	8	Staff and Administrative Area	1203	OFA04	Office, NSO-PVA Organization [2]	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 dg:T s:S	hw:3E
104	8	Staff and Administrative Area	1204	CRA02	Conference Room / Classroom	m:CPT [6] m:LVT	"m:RB h:4"""	m:GWB [42, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:4J
104	8	Staff and Administrative Area	1205	LCCL1	Linen, Clean Holding, EMS	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
104	8	Staff and Administrative Area	1206	DUTY1	Bedroom, On-Call	m:CPT [6]	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 ds:YES s:S	hw:SH-3
104	8	Staff and Administrative Area	1207	TLTS1	Toilet / Shower, On-Call Bedroom	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 44, 64] f:SC	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44] m:GWB f:SC"		m:Wood t:19 s:S	hw:2J [71] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -57 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	9	SCI/D Patient Clinic Area	1208	WRC01	Waiting	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT	m:Wood t:1 dg:T s:S	hw:4K
104	9	SCI/D Patient Clinic Area	1209	RECP1	Reception	m:CPT [6] m:LVT	m:PRB [8]	m:GWB [5] f:P		m:AT m:GWB f:P	m:Wood t:1 s:S	hw:3E
104	9	SCI/D Patient Clinic Area	1210	TLTU1	Toilet, Public	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:5'-0"" m:CT [7] h:5'-0"""	m:AT	m:Wood t:19 s:S	hw:2G [71]
104	9	SCI/D Patient Clinic Area	1211	TRGS1	Exam / Treatment Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1Q
104	9	SCI/D Patient Clinic Area	1212	TLTU1	Toilet, Patient	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"""		m:GWB [7, 64] f:P	"m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:GWB f:SC"		m:Wood t:1 s:S	hw:2H [48]
104	9	SCI/D Patient Clinic Area	1213	EXUD1	Urodynamics: Exam / Treatment Room	m:LVT	"m:RB h:4"""	m:GWB [64] f:P		m:AT	m:Wood t:19 s:S	hw:1Q
104	9	SCI/D Patient Clinic Area	1214	XDCY1	Urodynamics: Cystoscopy [50]	"m:WSF m:WSF h:4"""		m:GWB [64] f:SC m:GWB f:SC			m:Wood t:15 s:X	hw:4Q
104	9	SCI/D Patient Clinic Area	1215	SRS01	Urodynamics: Storage / Instrument Cleaning Room [50]	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"" m:GWB f:SC"			m:Wood t:15 s:X	hw:4Q
104	9	SCI/D Patient Clinic Area	1216	RRSS1	Urodynamics: Recovery	"m:WSF m:WSF h:4"""		m:GWB f:P		m:AT	m:Wood t:1 dg:T s:X	hw:2H [48] SECTION III – ROOM FINISHES, DOOR, AND HARDWARE SCHEDULE -58 Program Guide Room Finishes, Door, & Hardware Schedule PG 18-14 July 2016 ID Rm Cde Space Name Floor Base Wall Wain Ceiling Door HW Nr
104	9	SCI/D Patient Clinic Area	1217	DR001	Urodynamics: Dressing Room/Cubicle	m:LVT	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 s:U t:OPEN	hw:2H [48]
104	9	SCI/D Patient Clinic Area	1218	TLTS2	Urodynamics: Patient Shower	"m:PT m:RES [74] m:PT [7] h:4"" m:RES [7] h:4"" m:GWB [7, 44, 64] m:SC m:PT [7] h:4'-0"" m:CT [7] h:4'-0"" m:S [7, 44]"		m:GWB f:SC			m:Wood t:1 s:U	hw:2H [48]
104	9	SCI/D Patient Clinic Area	1219	OFD01	Urodynamics: Urologist Office	m:CPT [6]	"m:RB h:4"""	m:GWB f:P		m:AT	m:Wood t:1 s:S	hw:3E
104	9	SCI/D Patient Clinic Area	1220	OFDC2	Consult Room	m:CPT [6]	m:PRB [8]	m:GWB [5, 64] f:P		m:AT	m:Wood t:19 dg:T s:U	hw:3G
104	9	SCI/D Patient Clinic Area	1221	UCCL1	Urodynamics: Utility, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
104	9	SCI/D Patient Clinic Area	1222	OFA04	Office, SCI/D Clinician	m:CPT [6]	"m:RB h:4"""	m:GWB f:P			m:AT t:OPEN	hw:N/A
104	9	SCI/D Patient Clinic Area	1223	UCCL1	Utility Room, Clean	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT f:SP	m:Wood t:11 dg:F ds:YES s:V	hw:SH3C
104	9	SCI/D Patient Clinic Area	1224	USCL1	Utility Room, Soiled	"m:WSF m:WSF h:4"""		"m:GWB [54] f:SC m:RWC h:4'-0"""		m:AT [9] f:SP	m:Wood t:11 dg:F dr:45 min ds:YES s:V	hw:SH3C
